Latitude (decimal degrees):	3.156
Longitude (decimal degrees):	101.691
Elevation (m):	66
Radiation database:	PVGIS-ERA5


Slope: 0 deg. (optimum)
Azimuth: -1 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0

P: PV system power (W)
G(i): Global irradiance on the inclined plane (plane of the array) (W/m2)
H_sun: Sun height (degree)
T2m: 2-m air temperature (degree Celsius)
WS10m: 10-m total wind speed (m/s)
Int: 1 means solar radiation values are reconstructed



PVGIS (c) European Union, 2001-2026

time,P,G(i),H_sun,T2m,WS10m,Int
20231129:0030,136.84,196.42,19.14,23.6,1.17,0.0
20231129:0130,313.47,410.93,32.62,25.87,1.03,0.0
20231129:0230,461.8,613.35,45.41,27.87,0.9,0.0
20231129:0330,528.93,715.36,56.64,29.23,0.76,0.0
20231129:0430,636.36,877.01,64.17,30.08,1.1,0.0
20231129:0530,604.5,831.93,64.45,30.44,0.97,0.0
20231129:0630,536.63,729.02,57.3,30.82,0.9,0.0
20231129:0730,369.75,493.19,46.23,31.39,1.17,0.0
20231129:0830,226.24,305.69,33.51,30.24,0.9,0.0
20231129:0930,117.16,170.45,20.06,29.36,0.83,0.0
20231129:1030,10.29,25.45,6.27,28.89,0.21,0.0
20231129:1130,0.0,0.0,0.0,28.01,0.28,0.0
20231129:1230,0.0,0.0,0.0,27.39,0.69,0.0
20231129:1330,0.0,0.0,0.0,26.81,0.69,0.0
20231129:1430,0.0,0.0,0.0,25.97,1.24,0.0
20231129:1530,0.0,0.0,0.0,25.63,1.1,0.0
20231129:1630,0.0,0.0,0.0,25.09,0.83,0.0
20231129:1730,0.0,0.0,0.0,24.63,0.83,0.0
20231129:1830,0.0,0.0,0.0,24.39,1.17,0.0
20231129:1930,0.0,0.0,0.0,24.49,0.55,0.0
20231129:2030,0.0,0.0,0.0,24.53,0.28,0.0
20231129:2130,0.0,0.0,0.0,24.17,0.76,0.0
20231129:2230,0.0,0.0,0.0,23.9,0.83,0.0
20231129:2330,16.57,34.35,5.34,23.91,0.48,0.0
20231130:0030,126.81,179.2,19.03,24.62,0.83,0.0
20231130:0130,271.08,357.76,32.49,26.0,0.83,0.0
20231130:0230,399.59,529.48,45.25,27.3,0.62,0.0
20231130:0330,508.18,685.99,56.47,28.42,0.48,0.0
20231130:0430,512.72,690.41,63.99,29.27,0.97,0.0
20231130:0530,482.64,640.86,64.32,29.95,1.66,0.0
20231130:0630,555.73,738.37,57.24,29.19,2.0,0.0
20231130:0730,422.79,568.08,46.22,30.91,0.69,0.0
20231130:0830,297.4,398.6,33.53,30.78,1.17,0.0
20231130:0930,157.82,227.82,20.11,30.06,1.52,0.0
20231130:1030,14.05,31.25,6.34,28.95,1.31,0.0
20231130:1130,0.0,0.0,0.0,27.72,1.59,0.0
20231130:1230,0.0,0.0,0.0,26.43,1.45,0.0
20231130:1330,0.0,0.0,0.0,25.35,1.17,0.0
20231130:1430,0.0,0.0,0.0,24.78,0.83,0.0
20231130:1530,0.0,0.0,0.0,24.43,0.07,0.0
20231130:1630,0.0,0.0,0.0,24.16,0.62,0.0
20231130:1730,0.0,0.0,0.0,23.91,0.76,0.0
20231130:1830,0.0,0.0,0.0,23.95,0.55,0.0
20231130:1930,0.0,0.0,0.0,24.21,0.14,0.0
20231130:2030,0.0,0.0,0.0,24.19,0.62,0.0
20231130:2130,0.0,0.0,0.0,24.25,0.69,0.0
20231130:2230,0.0,0.0,0.0,24.15,0.21,0.0
20231130:2330,14.23,30.95,5.24,23.97,0.34,0.0
20231201:0030,135.12,192.9,18.91,24.36,0.9,0.0
20231201:0130,241.02,318.95,32.36,25.59,0.62,0.0
20231201:0230,261.07,345.4,45.1,26.9,0.83,0.0
20231201:0330,320.65,425.0,56.29,27.83,0.83,0.0
20231201:0430,339.79,455.53,63.81,28.49,0.62,0.0
20231201:0530,449.14,609.14,64.19,28.82,0.34,0.0
20231201:0630,415.45,559.78,57.18,29.38,0.62,0.0
20231201:0730,235.8,321.07,46.21,30.25,0.07,0.0
20231201:0830,117.36,166.31,33.56,28.42,0.83,0.0
20231201:0930,61.57,96.11,20.16,27.96,0.69,0.0
20231201:1030,7.89,21.45,6.41,27.43,0.28,0.0
20231201:1130,0.0,0.0,0.0,26.67,0.34,0.0
20231201:1230,0.0,0.0,0.0,25.83,0.21,0.0
20231201:1330,0.0,0.0,0.0,25.38,0.48,0.0
20231201:1430,0.0,0.0,0.0,25.02,0.62,0.0
20231201:1530,0.0,0.0,0.0,24.63,0.69,0.0
20231201:1630,0.0,0.0,0.0,24.36,0.62,0.0
20231201:1730,0.0,0.0,0.0,24.26,0.76,0.0
20231201:1830,0.0,0.0,0.0,24.12,0.97,0.0
20231201:1930,0.0,0.0,0.0,24.34,0.97,0.0
20231201:2030,0.0,0.0,0.0,24.1,0.97,0.0
20231201:2130,0.0,0.0,0.0,23.8,0.9,0.0
20231201:2230,0.0,0.0,0.0,23.71,0.97,0.0
20231201:2330,11.17,26.3,5.14,23.54,1.1,0.0
20231202:0030,122.29,174.57,18.8,23.86,0.97,0.0
20231202:0130,319.7,419.63,32.22,25.33,0.76,0.0
20231202:0230,419.32,557.02,44.95,27.05,0.34,0.0
20231202:0330,503.79,681.38,56.12,28.11,0.34,0.0
20231202:0430,513.34,697.26,63.64,29.3,0.62,0.0
20231202:0530,388.46,518.46,64.06,29.83,0.55,0.0
20231202:0630,451.1,602.99,57.13,29.01,0.76,0.0
20231202:0730,327.77,431.03,46.21,29.13,2.21,0.0
20231202:0830,269.33,357.96,33.59,28.28,1.1,0.0
20231202:0930,130.85,188.63,20.21,28.52,1.31,0.0
20231202:1030,14.55,31.8,6.48,27.28,1.31,0.0
20231202:1130,0.0,0.0,0.0,26.37,0.41,0.0
20231202:1230,0.0,0.0,0.0,25.75,0.69,0.0
20231202:1330,0.0,0.0,0.0,25.35,0.76,0.0
20231202:1430,0.0,0.0,0.0,24.99,0.76,0.0
20231202:1530,0.0,0.0,0.0,24.64,0.83,0.0
20231202:1630,0.0,0.0,0.0,24.28,0.69,0.0
20231202:1730,0.0,0.0,0.0,24.03,0.69,0.0
20231202:1830,0.0,0.0,0.0,23.85,0.62,0.0
20231202:1930,0.0,0.0,0.0,24.05,0.97,0.0
20231202:2030,0.0,0.0,0.0,24.05,0.69,0.0
20231202:2130,0.0,0.0,0.0,23.85,0.62,0.0
20231202:2230,0.0,0.0,0.0,23.63,0.69,0.0
20231202:2330,8.38,21.95,5.04,23.59,0.55,0.0
20231203:0030,114.22,164.82,18.68,24.34,0.55,0.0
20231203:0130,249.35,331.76,32.09,25.8,0.0,0.0
20231203:0230,387.53,508.67,44.8,26.68,0.48,0.0
20231203:0330,288.94,379.57,55.96,28.03,1.17,0.0
20231203:0430,371.33,488.56,63.47,27.96,1.72,0.0
20231203:0530,364.95,477.94,63.95,27.7,2.55,0.0
20231203:0630,235.56,312.32,57.08,27.63,2.21,0.0
20231203:0730,308.67,407.33,46.21,27.43,0.69,0.0
20231203:0830,303.44,405.73,33.62,28.23,0.34,0.0
20231203:0930,140.33,200.87,20.27,28.66,0.62,0.0
20231203:1030,14.15,31.35,6.55,28.44,0.48,0.0
20231203:1130,0.0,0.0,0.0,27.85,0.28,0.0
20231203:1230,0.0,0.0,0.0,26.73,0.48,0.0
20231203:1330,0.0,0.0,0.0,25.7,0.41,0.0
20231203:1430,0.0,0.0,0.0,24.92,1.38,0.0
20231203:1530,0.0,0.0,0.0,24.78,1.38,0.0
20231203:1630,0.0,0.0,0.0,24.51,1.24,0.0
20231203:1730,0.0,0.0,0.0,24.24,1.24,0.0
20231203:1830,0.0,0.0,0.0,24.03,1.38,0.0
20231203:1930,0.0,0.0,0.0,24.24,1.03,0.0
20231203:2030,0.0,0.0,0.0,23.95,0.97,0.0
20231203:2130,0.0,0.0,0.0,23.63,1.38,0.0
20231203:2230,0.0,0.0,0.0,23.65,1.24,0.0
20231203:2330,11.8,27.25,4.94,23.49,1.24,0.0
20231204:0030,88.13,130.6,18.56,24.08,1.24,0.0
20231204:0130,259.41,340.47,31.96,25.41,1.31,0.0
20231204:0230,355.75,462.19,44.65,27.11,1.72,0.0
20231204:0330,379.36,497.51,55.79,28.31,1.52,0.0
20231204:0430,440.34,583.43,63.31,29.09,1.31,0.0
20231204:0530,413.62,547.72,63.83,29.7,1.31,0.0
20231204:0630,556.25,747.99,57.04,29.96,1.31,0.0
20231204:0730,440.68,583.11,46.22,31.36,1.93,0.0
20231204:0830,340.74,454.29,33.66,31.19,1.93,0.0
20231204:0930,115.37,169.11,20.33,30.47,1.59,0.0
20231204:1030,17.33,36.1,6.63,28.79,1.1,0.0
20231204:1130,0.0,0.0,0.0,27.75,1.45,0.0
20231204:1230,0.0,0.0,0.0,26.95,1.45,0.0
20231204:1330,0.0,0.0,0.0,26.22,1.38,0.0
20231204:1430,0.0,0.0,0.0,25.7,1.45,0.0
20231204:1530,0.0,0.0,0.0,25.27,1.66,0.0
20231204:1630,0.0,0.0,0.0,25.04,1.79,0.0
20231204:1730,0.0,0.0,0.0,24.7,1.66,0.0
20231204:1830,0.0,0.0,0.0,24.33,1.59,0.0
20231204:1930,0.0,0.0,0.0,24.53,1.24,0.0
20231204:2030,0.0,0.0,0.0,24.26,1.31,0.0
20231204:2130,0.0,0.0,0.0,24.18,1.45,0.0
20231204:2230,0.0,0.0,0.0,24.09,1.66,0.0
20231204:2330,14.35,31.1,4.83,23.97,1.59,0.0
20231205:0030,155.12,220.74,18.45,24.49,1.38,0.0
20231205:0130,339.01,444.55,31.83,26.2,1.45,0.0
20231205:0230,456.63,599.58,44.51,27.87,1.38,0.0
20231205:0330,597.43,808.63,55.63,29.05,1.17,0.0
20231205:0430,609.94,839.16,63.15,30.21,0.9,0.0
20231205:0530,486.75,666.27,63.73,31.06,0.28,0.0
20231205:0630,566.91,770.3,57.0,30.41,1.03,0.0
20231205:0730,375.68,503.06,46.23,30.61,0.41,0.0
20231205:0830,246.37,330.73,33.7,29.9,1.38,0.0
20231205:0930,99.22,145.18,20.39,27.84,0.76,0.0
20231205:1030,10.44,25.55,6.7,27.57,1.1,0.0
20231205:1130,0.0,0.0,0.0,26.82,0.69,0.0
20231205:1230,0.0,0.0,0.0,26.24,0.34,0.0
20231205:1330,0.0,0.0,0.0,25.74,0.28,0.0
20231205:1430,0.0,0.0,0.0,25.49,0.62,0.0
20231205:1530,0.0,0.0,0.0,25.11,0.97,0.0
20231205:1630,0.0,0.0,0.0,24.64,0.9,0.0
20231205:1730,0.0,0.0,0.0,24.32,0.62,0.0
20231205:1830,0.0,0.0,0.0,24.05,0.9,0.0
20231205:1930,0.0,0.0,0.0,24.65,0.97,0.0
20231205:2030,0.0,0.0,0.0,24.41,0.48,0.0
20231205:2130,0.0,0.0,0.0,24.35,0.69,0.0
20231205:2230,0.0,0.0,0.0,24.46,1.1,0.0
20231205:2330,7.55,20.65,4.73,24.31,0.76,0.0
20231206:0030,118.43,171.28,18.33,24.43,0.28,0.0
20231206:0130,245.37,323.96,31.7,25.45,0.9,0.0
20231206:0230,331.02,432.63,44.37,26.6,0.76,0.0
20231206:0330,434.92,575.74,55.48,27.6,0.83,0.0
20231206:0430,461.41,608.94,63.0,28.11,1.38,0.0
20231206:0530,296.68,390.85,63.63,28.62,1.59,0.0
20231206:0630,283.28,372.41,56.97,28.09,1.24,0.0
20231206:0730,143.22,197.81,46.25,28.47,1.86,0.0
20231206:0830,96.91,139.71,33.75,27.49,0.97,0.0
20231206:0930,47.07,76.3,20.45,26.54,0.55,0.0
20231206:1030,8.07,21.65,6.78,26.19,0.28,0.0
20231206:1130,0.0,0.0,0.0,25.81,0.28,0.0
20231206:1230,0.0,0.0,0.0,25.53,0.41,0.0
20231206:1330,0.0,0.0,0.0,25.2,0.41,0.0
20231206:1430,0.0,0.0,0.0,24.89,0.69,0.0
20231206:1530,0.0,0.0,0.0,24.54,0.9,0.0
20231206:1630,0.0,0.0,0.0,24.17,0.9,0.0
20231206:1730,0.0,0.0,0.0,23.84,0.83,0.0
20231206:1830,0.0,0.0,0.0,23.79,0.97,0.0
20231206:1930,0.0,0.0,0.0,23.4,0.83,0.0
20231206:2030,0.0,0.0,0.0,23.27,1.03,0.0
20231206:2130,0.0,0.0,0.0,23.28,1.1,0.0
20231206:2230,0.0,0.0,0.0,23.28,1.03,0.0
20231206:2330,3.79,14.1,4.62,23.33,1.17,0.0
20231207:0030,107.73,153.94,18.21,23.63,0.97,0.0
20231207:0130,268.46,355.45,31.57,25.35,0.34,0.0
20231207:0230,314.85,413.85,44.23,26.99,0.69,0.0
20231207:0330,457.11,604.2,55.33,27.74,1.17,0.0
20231207:0430,399.37,527.1,62.86,28.58,1.24,0.0
20231207:0530,422.85,557.12,63.54,28.42,1.38,0.0
20231207:0630,293.08,386.67,56.95,28.05,2.21,0.0
20231207:0730,291.4,385.54,46.27,27.73,1.24,0.0
20231207:0830,139.77,193.66,33.8,27.94,1.45,0.0
20231207:0930,68.5,104.66,20.52,27.53,0.9,0.0
20231207:1030,8.41,22.25,6.87,26.87,0.62,0.0
20231207:1130,0.0,0.0,0.0,25.71,0.55,0.0
20231207:1230,0.0,0.0,0.0,25.25,0.76,0.0
20231207:1330,0.0,0.0,0.0,24.82,0.97,0.0
20231207:1430,0.0,0.0,0.0,24.58,0.97,0.0
20231207:1530,0.0,0.0,0.0,24.45,0.9,0.0
20231207:1630,0.0,0.0,0.0,24.24,0.76,0.0
20231207:1730,0.0,0.0,0.0,24.02,0.55,0.0
20231207:1830,0.0,0.0,0.0,23.88,0.48,0.0
20231207:1930,0.0,0.0,0.0,23.91,0.41,0.0
20231207:2030,0.0,0.0,0.0,23.7,0.55,0.0
20231207:2130,0.0,0.0,0.0,23.52,1.03,0.0
20231207:2230,0.0,0.0,0.0,23.31,1.03,0.0
20231207:2330,10.65,25.45,4.52,23.0,1.17,0.0
20231208:0030,133.58,190.04,18.09,23.63,0.97,0.0
20231208:0130,320.16,422.99,31.44,25.82,0.55,0.0
20231208:0230,486.86,647.56,44.09,27.44,0.69,0.0
20231208:0330,518.26,694.48,55.18,28.98,0.9,0.0
20231208:0430,621.89,850.52,62.72,29.91,1.17,0.0
20231208:0530,603.91,825.5,63.46,30.59,1.24,0.0
20231208:0630,496.81,669.85,56.93,30.62,0.9,0.0
20231208:0730,422.03,569.98,46.29,31.39,0.62,0.0
20231208:0830,270.47,362.47,33.85,30.12,1.03,0.0
20231208:0930,144.53,206.84,20.59,29.4,1.59,0.0
20231208:1030,14.65,32.1,6.95,28.51,1.1,0.0
20231208:1130,0.0,0.0,0.0,27.38,0.97,0.0
20231208:1230,0.0,0.0,0.0,26.62,0.69,0.0
20231208:1330,0.0,0.0,0.0,26.22,0.55,0.0
20231208:1430,0.0,0.0,0.0,25.56,0.34,0.0
20231208:1530,0.0,0.0,0.0,24.99,0.48,0.0
20231208:1630,0.0,0.0,0.0,24.72,0.55,0.0
20231208:1730,0.0,0.0,0.0,24.53,0.28,0.0
20231208:1830,0.0,0.0,0.0,24.25,0.34,0.0
20231208:1930,0.0,0.0,0.0,24.32,0.9,0.0
20231208:2030,0.0,0.0,0.0,24.34,0.97,0.0
20231208:2130,0.0,0.0,0.0,24.28,1.17,0.0
20231208:2230,0.0,0.0,0.0,24.18,0.97,0.0
20231208:2330,12.13,27.8,4.41,23.99,0.97,0.0
20231209:0030,116.12,168.02,17.98,24.69,0.62,0.0
20231209:0130,225.45,301.43,31.32,26.47,0.41,0.0
20231209:0230,345.91,458.54,43.95,27.51,0.62,0.0
20231209:0330,464.18,622.64,55.04,28.39,0.69,0.0
20231209:0430,387.3,515.04,62.59,29.12,0.9,0.0
20231209:0530,419.24,562.45,63.38,29.32,0.69,0.0
20231209:0630,468.86,628.05,56.92,29.43,1.03,0.0
20231209:0730,350.21,464.47,46.32,30.23,1.38,0.0
20231209:0830,235.79,317.89,33.9,29.97,0.76,0.0
20231209:0930,98.4,144.48,20.67,29.0,0.83,0.0
20231209:1030,18.03,37.1,7.04,28.53,0.69,0.0
20231209:1130,0.0,0.0,0.0,27.83,1.17,0.0
20231209:1230,0.0,0.0,0.0,26.99,1.03,0.0
20231209:1330,0.0,0.0,0.0,26.47,0.62,0.0
20231209:1430,0.0,0.0,0.0,26.25,0.28,0.0
20231209:1530,0.0,0.0,0.0,25.59,0.48,0.0
20231209:1630,0.0,0.0,0.0,24.97,0.55,0.0
20231209:1730,0.0,0.0,0.0,24.76,0.69,0.0
20231209:1830,0.0,0.0,0.0,24.53,0.48,0.0
20231209:1930,0.0,0.0,0.0,24.64,0.48,0.0
20231209:2030,0.0,0.0,0.0,24.5,0.48,0.0
20231209:2130,0.0,0.0,0.0,24.38,0.83,0.0
20231209:2230,0.0,0.0,0.0,24.37,0.9,0.0
20231209:2330,8.32,21.9,4.3,24.27,0.55,0.0
20231210:0030,89.62,131.07,17.86,24.41,0.55,0.0
20231210:0130,194.17,259.8,31.19,25.18,0.62,0.0
20231210:0230,305.09,402.33,43.82,26.43,0.41,0.0
20231210:0330,306.75,405.25,54.9,27.43,0.9,0.0
20231210:0430,388.31,514.86,62.47,27.84,1.1,0.0
20231210:0530,394.66,521.23,63.31,28.48,1.59,0.0
20231210:0630,444.02,582.0,56.91,28.15,1.72,0.0
20231210:0730,350.79,468.12,46.36,30.26,0.83,0.0
20231210:0830,235.28,316.7,33.96,29.8,0.76,0.0
20231210:0930,119.74,173.06,20.74,28.5,1.03,0.0
20231210:1030,14.33,31.5,7.13,27.43,0.9,0.0
20231210:1130,0.0,0.0,0.0,26.41,0.97,0.0
20231210:1230,0.0,0.0,0.0,25.66,1.31,0.0
20231210:1330,0.0,0.0,0.0,25.18,0.97,0.0
20231210:1430,0.0,0.0,0.0,24.95,0.14,0.0
20231210:1530,0.0,0.0,0.0,24.81,0.41,0.0
20231210:1630,0.0,0.0,0.0,24.63,0.55,0.0
20231210:1730,0.0,0.0,0.0,24.47,0.62,0.0
20231210:1830,0.0,0.0,0.0,24.28,0.9,0.0
20231210:1930,0.0,0.0,0.0,24.28,0.48,0.0
20231210:2030,0.0,0.0,0.0,24.13,0.69,0.0
20231210:2130,0.0,0.0,0.0,24.21,0.76,0.0
20231210:2230,0.0,0.0,0.0,24.12,0.41,0.0
20231210:2330,4.21,14.9,4.19,23.99,0.28,0.0
20231211:0030,60.52,94.47,17.74,24.51,0.55,0.0
20231211:0130,167.26,225.91,31.07,25.44,0.76,0.0
20231211:0230,230.04,305.6,43.69,26.53,0.41,0.0
20231211:0330,316.55,415.55,54.77,27.48,0.48,0.0
20231211:0430,245.67,328.14,62.35,28.42,0.41,0.0
20231211:0530,328.53,437.32,63.25,28.6,0.34,0.0
20231211:0630,389.0,518.91,56.91,29.0,0.55,0.0
20231211:0730,252.5,337.29,46.4,28.5,0.83,0.0
20231211:0830,123.61,173.9,34.03,27.89,0.9,0.0
20231211:0930,61.25,95.36,20.82,27.12,0.9,0.0
20231211:1030,6.35,18.8,7.22,26.35,0.62,0.0
20231211:1130,0.0,0.0,0.0,25.76,0.34,0.0
20231211:1230,0.0,0.0,0.0,25.06,0.34,0.0
20231211:1330,0.0,0.0,0.0,24.79,0.34,0.0
20231211:1430,0.0,0.0,0.0,24.58,0.55,0.0
20231211:1530,0.0,0.0,0.0,24.45,0.62,0.0
20231211:1630,0.0,0.0,0.0,24.23,0.69,0.0
20231211:1730,0.0,0.0,0.0,23.94,0.76,0.0
20231211:1830,0.0,0.0,0.0,23.76,0.9,0.0
20231211:1930,0.0,0.0,0.0,24.18,0.14,0.0
20231211:2030,0.0,0.0,0.0,23.99,0.34,0.0
20231211:2130,0.0,0.0,0.0,23.86,1.1,0.0
20231211:2230,0.0,0.0,0.0,23.85,1.1,0.0
20231211:2330,8.03,21.4,4.08,23.8,1.1,0.0
20231212:0030,111.93,162.98,17.63,24.11,1.03,0.0
20231212:0130,223.04,296.15,30.94,25.41,0.69,0.0
20231212:0230,429.46,569.45,43.56,26.71,0.34,0.0
20231212:0330,525.78,710.93,54.64,28.09,0.41,0.0
20231212:0430,520.81,715.2,62.24,29.17,0.0,0.0
20231212:0530,399.29,532.86,63.2,29.87,0.83,0.0
20231212:0630,71.61,108.15,56.92,28.36,1.59,0.0
20231212:0730,111.36,157.6,46.44,26.73,0.34,0.0
20231212:0830,75.27,112.2,34.09,26.4,0.41,0.0
20231212:0930,25.15,46.8,20.9,26.16,0.62,0.0
20231212:1030,2.3,11.3,7.31,25.08,0.69,0.0
20231212:1130,0.0,0.0,0.0,24.39,0.34,0.0
20231212:1230,0.0,0.0,0.0,24.23,0.55,0.0
20231212:1330,0.0,0.0,0.0,24.17,0.62,0.0
20231212:1430,0.0,0.0,0.0,24.08,0.76,0.0
20231212:1530,0.0,0.0,0.0,23.89,0.9,0.0
20231212:1630,0.0,0.0,0.0,23.84,0.9,0.0
20231212:1730,0.0,0.0,0.0,23.75,1.03,0.0
20231212:1830,0.0,0.0,0.0,23.51,1.1,0.0
20231212:1930,0.0,0.0,0.0,24.0,0.76,0.0
20231212:2030,0.0,0.0,0.0,23.82,0.9,0.0
20231212:2130,0.0,0.0,0.0,23.65,0.55,0.0
20231212:2230,0.0,0.0,0.0,23.55,0.76,0.0
20231212:2330,1.94,10.5,3.97,23.43,0.83,0.0
20231213:0030,24.23,45.96,17.51,23.64,0.97,0.0
20231213:0130,154.75,209.4,30.82,24.19,0.62,0.0
20231213:0230,192.71,257.04,43.43,25.71,0.28,0.0
20231213:0330,295.32,389.71,54.52,26.42,0.28,0.0
20231213:0430,377.73,498.21,62.14,27.28,0.41,0.0
20231213:0530,237.57,316.53,63.15,28.09,1.03,0.0
20231213:0630,341.71,448.71,56.93,27.56,1.72,0.0
20231213:0730,147.51,204.06,46.49,28.11,0.41,0.0
20231213:0830,58.41,91.05,34.16,27.23,0.62,0.0
20231213:0930,23.01,43.9,20.99,26.6,0.76,0.0
20231213:1030,8.87,22.95,7.4,26.02,0.48,0.0
20231213:1130,0.0,0.0,0.0,25.75,0.41,0.0
20231213:1230,0.0,0.0,0.0,25.28,0.34,0.0
20231213:1330,0.0,0.0,0.0,24.93,0.41,0.0
20231213:1430,0.0,0.0,0.0,24.65,0.76,0.0
20231213:1530,0.0,0.0,0.0,24.34,0.69,0.0
20231213:1630,0.0,0.0,0.0,24.19,0.69,0.0
20231213:1730,0.0,0.0,0.0,23.96,0.76,0.0
20231213:1830,0.0,0.0,0.0,23.77,0.83,0.0
20231213:1930,0.0,0.0,0.0,24.35,0.76,0.0
20231213:2030,0.0,0.0,0.0,24.31,0.76,0.0
20231213:2130,0.0,0.0,0.0,24.13,0.83,0.0
20231213:2230,0.0,0.0,0.0,24.13,0.9,0.0
20231213:2330,2.85,12.35,3.87,23.94,0.62,0.0
20231214:0030,57.64,91.93,17.4,24.33,0.34,0.0
20231214:0130,149.69,204.07,30.7,25.08,0.21,0.0
20231214:0230,295.1,383.93,43.31,25.91,0.55,0.0
20231214:0330,359.28,468.67,54.4,26.7,0.76,0.0
20231214:0430,314.86,412.52,62.04,27.34,1.24,0.0
20231214:0530,328.81,430.31,63.11,27.36,1.66,0.0
20231214:0630,412.74,541.69,56.95,27.36,1.86,0.0
20231214:0730,286.08,379.1,46.54,28.35,1.45,0.0
20231214:0830,220.38,295.85,34.24,28.35,1.17,0.0
20231214:0930,101.18,146.67,21.07,28.25,1.1,0.0
20231214:1030,21.8,45.52,7.5,27.68,0.69,0.0
20231214:1130,0.0,0.0,0.0,27.11,0.34,0.0
20231214:1230,0.0,0.0,0.0,26.4,0.76,0.0
20231214:1330,0.0,0.0,0.0,25.76,0.97,0.0
20231214:1430,0.0,0.0,0.0,25.22,1.24,0.0
20231214:1530,0.0,0.0,0.0,25.08,1.17,0.0
20231214:1630,0.0,0.0,0.0,24.74,1.03,0.0
20231214:1730,0.0,0.0,0.0,24.45,1.1,0.0
20231214:1830,0.0,0.0,0.0,24.18,1.1,0.0
20231214:1930,0.0,0.0,0.0,24.0,0.9,0.0
20231214:2030,0.0,0.0,0.0,23.8,0.76,0.0
20231214:2130,0.0,0.0,0.0,23.73,0.69,0.0
20231214:2230,0.0,0.0,0.0,23.75,0.76,0.0
20231214:2330,7.8,21.0,3.76,23.59,0.83,0.0
20231215:0030,120.62,176.2,17.28,24.24,0.97,0.0
20231215:0130,331.82,438.13,30.59,25.66,0.69,0.0
20231215:0230,433.39,575.51,43.19,27.28,0.41,0.0
20231215:0330,505.56,680.52,54.28,28.54,0.48,0.0
20231215:0430,517.6,700.02,61.95,29.34,0.41,0.0
20231215:0530,484.43,655.13,63.07,30.35,0.55,0.0
20231215:0630,283.23,375.94,56.97,28.72,1.38,0.0
20231215:0730,173.72,237.01,46.6,28.06,0.41,0.0
20231215:0830,78.01,116.45,34.31,27.62,0.07,0.0
20231215:0930,49.53,79.3,21.16,26.42,0.62,0.0
20231215:1030,4.18,14.95,7.6,25.87,0.07,0.0
20231215:1130,0.0,0.0,0.0,25.3,0.14,0.0
20231215:1230,0.0,0.0,0.0,24.85,0.34,0.0
20231215:1330,0.0,0.0,0.0,24.53,0.76,0.0
20231215:1430,0.0,0.0,0.0,24.23,1.1,0.0
20231215:1530,0.0,0.0,0.0,24.23,1.03,0.0
20231215:1630,0.0,0.0,0.0,24.17,1.03,0.0
20231215:1730,0.0,0.0,0.0,24.11,0.83,0.0
20231215:1830,0.0,0.0,0.0,24.04,0.69,0.0
20231215:1930,0.0,0.0,0.0,24.18,0.69,0.0
20231215:2030,0.0,0.0,0.0,23.74,0.9,0.0
20231215:2130,0.0,0.0,0.0,23.38,1.1,0.0
20231215:2230,0.0,0.0,0.0,23.36,1.17,0.0
20231215:2330,9.31,23.4,3.65,23.48,1.24,0.0
20231216:0030,117.21,169.33,17.17,23.9,1.1,0.0
20231216:0130,250.63,331.28,30.47,25.61,0.97,0.0
20231216:0230,326.24,426.62,43.08,27.04,1.24,0.0
20231216:0330,461.83,609.72,54.17,28.25,1.45,0.0
20231216:0430,564.57,758.18,61.87,29.29,1.45,0.0
20231216:0530,580.98,790.84,63.05,30.03,1.03,0.0
20231216:0630,195.02,266.32,57.0,30.49,0.62,0.0
20231216:0730,288.55,385.27,46.66,28.48,0.14,0.0
20231216:0830,248.55,332.93,34.39,28.86,0.9,0.0
20231216:0930,146.07,208.29,21.25,29.14,0.97,0.0
20231216:1030,26.65,56.24,7.7,28.37,0.55,0.0
20231216:1130,0.0,0.0,-6.04,27.57,0.9,0.0
20231216:1230,0.0,0.0,0.0,26.58,0.62,0.0
20231216:1330,0.0,0.0,0.0,26.11,0.97,0.0
20231216:1430,0.0,0.0,0.0,25.51,1.17,0.0
20231216:1530,0.0,0.0,0.0,25.02,1.17,0.0
20231216:1630,0.0,0.0,0.0,24.73,1.03,0.0
20231216:1730,0.0,0.0,0.0,24.56,0.83,0.0
20231216:1830,0.0,0.0,0.0,24.19,1.03,0.0
20231216:1930,0.0,0.0,0.0,24.32,1.03,0.0
20231216:2030,0.0,0.0,0.0,24.18,1.17,0.0
20231216:2130,0.0,0.0,0.0,23.94,1.17,0.0
20231216:2230,0.0,0.0,0.0,23.76,1.17,0.0
20231216:2330,6.13,18.25,3.54,23.72,1.17,0.0
20231217:0030,115.82,167.07,17.06,23.9,1.24,0.0
20231217:0130,281.89,371.32,30.36,25.43,0.97,0.0
20231217:0230,467.93,617.3,42.96,27.09,0.97,0.0
20231217:0330,543.14,723.15,54.07,28.74,1.45,0.0
20231217:0430,559.17,747.18,61.79,29.89,1.79,0.0
20231217:0530,598.37,812.16,63.03,30.63,1.52,0.0
20231217:0630,594.27,810.53,57.03,31.31,1.38,0.0
20231217:0730,370.05,487.2,46.73,31.12,2.28,0.0
20231217:0830,195.11,262.42,34.48,28.89,1.93,0.0
20231217:0930,117.22,169.15,21.35,28.63,0.9,0.0
